FREQ,REF_AREA,SPECULATION,TYPE_CULTURE,INDIC_AGRI,TIME_PERIOD,OBS_VALUE
A,AFNER4,NIE,CUL_VIV,PROD,2024,668219.2505471001
A,AFNER4,RIZ,CUL_VIV,PROD,1990,
A,AFNER4,RIZ,CUL_VIV,PROD,1991,
A,AFNER4,RIZ,CUL_VIV,PROD,1992,
A,AFNER4,RIZ,CUL_VIV,PROD,1993,
A,AFNER4,RIZ,CUL_VIV,PROD,1994,0.5
A,AFNER4,RIZ,CUL_VIV,PROD,1995,
A,AFNER4,RIZ,CUL_VIV,PROD,1996,
A,AFNER4,RIZ,CUL_VIV,PROD,1997,
A,AFNER4,RIZ,CUL_VIV,PROD,1998,
A,AFNER4,RIZ,CUL_VIV,PROD,1999,
A,AFNER4,RIZ,CUL_VIV,PROD,2000,
A,AFNER4,RIZ,CUL_VIV,PROD,2001,
A,AFNER4,RIZ,CUL_VIV,PROD,2002,
A,AFNER4,RIZ,CUL_VIV,PROD,2003,
A,AFNER4,RIZ,CUL_VIV,PROD,2004,
A,AFNER4,RIZ,CUL_VIV,PROD,2005,
A,AFNER4,RIZ,CUL_VIV,PROD,2006,
A,AFNER4,RIZ,CUL_VIV,PROD,2007,
A,AFNER4,RIZ,CUL_VIV,PROD,2008,
A,AFNER4,RIZ,CUL_VIV,PROD,2009,
A,AFNER4,RIZ,CUL_VIV,PROD,2010,
A,AFNER4,RIZ,CUL_VIV,PROD,2011,
A,AFNER4,RIZ,CUL_VIV,PROD,2012,
A,AFNER4,RIZ,CUL_VIV,PROD,2013,
A,AFNER4,RIZ,CUL_VIV,PROD,2014,
A,AFNER4,RIZ,CUL_VIV,PROD,2015,
A,AFNER4,RIZ,CUL_VIV,PROD,2016,
A,AFNER4,RIZ,CUL_VIV,PROD,2017,
A,AFNER4,RIZ,CUL_VIV,PROD,2018,
A,AFNER4,RIZ,CUL_VIV,PROD,2019,
A,AFNER4,RIZ,CUL_VIV,PROD,2020,
A,AFNER4,RIZ,CUL_VIV,PROD,2021,
A,AFNER4,RIZ,CUL_VIV,PROD,2022,
A,AFNER4,RIZ,CUL_VIV,PROD,2023,2085.7
A,AFNER4,RIZ,CUL_VIV,PROD,2024,2184.671208
A,AFNER4,SOR,CUL_VIV,PROD,1990,89.3
A,AFNER4,SOR,CUL_VIV,PROD,1991,158.4
A,AFNER4,SOR,CUL_VIV,PROD,1992,67.7
A,AFNER4,SOR,CUL_VIV,PROD,1993,62.8
A,AFNER4,SOR,CUL_VIV,PROD,1994,136.7
A,AFNER4,SOR,CUL_VIV,PROD,1995,75.1
A,AFNER4,SOR,CUL_VIV,PROD,1996,85.269
A,AFNER4,SOR,CUL_VIV,PROD,1997,83.7
A,AFNER4,SOR,CUL_VIV,PROD,1998,130.016
A,AFNER4,SOR,CUL_VIV,PROD,1999,131.367
A,AFNER4,SOR,CUL_VIV,PROD,2000,109.857
A,AFNER4,SOR,CUL_VIV,PROD,2001,221.836375788831
A,AFNER4,SOR,CUL_VIV,PROD,2002,198.3225945
A,AFNER4,SOR,CUL_VIV,PROD,2003,247.88184
A,AFNER4,SOR,CUL_VIV,PROD,2004,185.165
A,AFNER4,SOR,CUL_VIV,PROD,2005,320.8
A,AFNER4,SOR,CUL_VIV,PROD,2006,303.199
A,AFNER4,SOR,CUL_VIV,PROD,2007,322.001
A,AFNER4,SOR,CUL_VIV,PROD,2008,336.981
A,AFNER4,SOR,CUL_VIV,PROD,2009,223.6
A,AFNER4,SOR,CUL_VIV,PROD,2010,326915.0
A,AFNER4,SOR,CUL_VIV,PROD,2011,282454.0
A,AFNER4,SOR,CUL_VIV,PROD,2012,401519.0
A,AFNER4,SOR,CUL_VIV,PROD,2013,410085.0
A,AFNER4,SOR,CUL_VIV,PROD,2014,436066.0
A,AFNER4,SOR,CUL_VIV,PROD,2015,627856.0
A,AFNER4,SOR,CUL_VIV,PROD,2016,488719.0
A,AFNER4,SOR,CUL_VIV,PROD,2017,575974.0
A,AFNER4,SOR,CUL_VIV,PROD,2018,620371.0
A,AFNER4,SOR,CUL_VIV,PROD,2019,532959.0
A,AFNER4,SOR,CUL_VIV,PROD,2020,657475.0
A,AFNER4,SOR,CUL_VIV,PROD,2021,430362.0
A,AFNER4,SOR,CUL_VIV,PROD,2022,617623.0
A,AFNER4,SOR,CUL_VIV,PROD,2023,628545.67
A,AFNER4,SOR,CUL_VIV,PROD,2024,645911.6460749
A,AFNER5,ARA,CUL_IND,PROD,1990,0.6
A,AFNER5,ARA,CUL_IND,PROD,1991,0.3
A,AFNER5,ARA,CUL_IND,PROD,1992,2.2
A,AFNER5,ARA,CUL_IND,PROD,1993,1.3
A,AFNER5,ARA,CUL_IND,PROD,1994,1.2
A,AFNER5,ARA,CUL_IND,PROD,1995,5.2
A,AFNER5,ARA,CUL_IND,PROD,1996,38.82
A,AFNER5,ARA,CUL_IND,PROD,1997,1.8
A,AFNER5,ARA,CUL_IND,PROD,1998,9.604
A,AFNER5,ARA,CUL_IND,PROD,1999,3.021
A,AFNER5,ARA,CUL_IND,PROD,2000,5.87
A,AFNER5,ARA,CUL_IND,PROD,2001,3.98271
A,AFNER5,ARA,CUL_IND,PROD,2002,54.832295
A,AFNER5,ARA,CUL_IND,PROD,2003,61.090713
A,AFNER5,ARA,CUL_IND,PROD,2004,36.489
A,AFNER5,ARA,CUL_IND,PROD,2005,7.4
A,AFNER5,ARA,CUL_IND,PROD,2006,6.415
A,AFNER5,ARA,CUL_IND,PROD,2007,9.101
A,AFNER5,ARA,CUL_IND,PROD,2008,17.994
A,AFNER5,ARA,CUL_IND,PROD,2009,34.625
A,AFNER5,ARA,CUL_IND,PROD,2010,30383.0
A,AFNER5,ARA,CUL_IND,PROD,2011,13023.0
A,AFNER5,ARA,CUL_IND,PROD,2012,25538.0
A,AFNER5,ARA,CUL_IND,PROD,2013,23099.0
A,AFNER5,ARA,CUL_IND,PROD,2014,30335.0
A,AFNER5,ARA,CUL_IND,PROD,2015,40083.0
A,AFNER5,ARA,CUL_IND,PROD,2016,31809.0
A,AFNER5,ARA,CUL_IND,PROD,2017,41061.0
A,AFNER5,ARA,CUL_IND,PROD,2018,46319.0
A,AFNER5,ARA,CUL_IND,PROD,2019,42068.0
A,AFNER5,ARA,CUL_IND,PROD,2020,49712.0
A,AFNER5,ARA,CUL_IND,PROD,2021,34138.0
A,AFNER5,ARA,CUL_IND,PROD,2022,53283.0
A,AFNER5,ARA,CUL_IND,PROD,2023,42833.39
A,AFNER5,ARA,CUL_IND,PROD,2024,45024.54069200001
A,AFNER5,MAI,CUL_VIV,PROD,1990,
A,AFNER5,MAI,CUL_VIV,PROD,1991,0.1
A,AFNER5,MAI,CUL_VIV,PROD,1992,
A,AFNER5,MAI,CUL_VIV,PROD,1993,
A,AFNER5,MAI,CUL_VIV,PROD,1994,0.3
A,AFNER5,MAI,CUL_VIV,PROD,1995,
A,AFNER5,MAI,CUL_VIV,PROD,1996,0.389
A,AFNER5,MAI,CUL_VIV,PROD,1997,
A,AFNER5,MAI,CUL_VIV,PROD,1998,
A,AFNER5,MAI,CUL_VIV,PROD,1999,
A,AFNER5,MAI,CUL_VIV,PROD,2000,
A,AFNER5,MAI,CUL_VIV,PROD,2001,0.076608
A,AFNER5,MAI,CUL_VIV,PROD,2002,0.392
A,AFNER5,MAI,CUL_VIV,PROD,2003,
A,AFNER5,MAI,CUL_VIV,PROD,2004,
A,AFNER5,MAI,CUL_VIV,PROD,2005,
A,AFNER5,MAI,CUL_VIV,PROD,2006,
A,AFNER5,MAI,CUL_VIV,PROD,2007,0.312
A,AFNER5,MAI,CUL_VIV,PROD,2008,1.718
A,AFNER5,MAI,CUL_VIV,PROD,2009,0.014
A,AFNER5,MAI,CUL_VIV,PROD,2010,2307.0
A,AFNER5,MAI,CUL_VIV,PROD,2011,1356.0
A,AFNER5,MAI,CUL_VIV,PROD,2012,2189.0
A,AFNER5,MAI,CUL_VIV,PROD,2013,1201.0
A,AFNER5,MAI,CUL_VIV,PROD,2014,1731.0
A,AFNER5,MAI,CUL_VIV,PROD,2015,1575.0
A,AFNER5,MAI,CUL_VIV,PROD,2016,1927.0
A,AFNER5,MAI,CUL_VIV,PROD,2017,1693.0
A,AFNER5,MAI,CUL_VIV,PROD,2018,1355.0
A,AFNER5,MAI,CUL_VIV,PROD,2019,1242.0
A,AFNER5,MAI,CUL_VIV,PROD,2020,1176.0
A,AFNER5,MAI,CUL_VIV,PROD,2021,840.0
A,AFNER5,MAI,CUL_VIV,PROD,2022,1237.0
A,AFNER5,MAI,CUL_VIV,PROD,2023,1342.47
A,AFNER5,MAI,CUL_VIV,PROD,2024,860.832864
A,AFNER5,MIL,CUL_VIV,PROD,1990,135.1
A,AFNER5,MIL,CUL_VIV,PROD,1991,300.0
A,AFNER5,MIL,CUL_VIV,PROD,1992,293.3
A,AFNER5,MIL,CUL_VIV,PROD,1993,210.4
A,AFNER5,MIL,CUL_VIV,PROD,1994,373.8
A,AFNER5,MIL,CUL_VIV,PROD,1995,343.2
A,AFNER5,MIL,CUL_VIV,PROD,1996,410.726
A,AFNER5,MIL,CUL_VIV,PROD,1997,280.5
A,AFNER5,MIL,CUL_VIV,PROD,1998,439.751
A,AFNER5,MIL,CUL_VIV,PROD,1999,422.335
A,AFNER5,MIL,CUL_VIV,PROD,2000,323.925
A,AFNER5,MIL,CUL_VIV,PROD,2001,424.572893239347
A,AFNER5,MIL,CUL_VIV,PROD,2002,471.73981754
A,AFNER5,MIL,CUL_VIV,PROD,2003,495.09992
A,AFNER5,MIL,CUL_VIV,PROD,2004,333.604
A,AFNER5,MIL,CUL_VIV,PROD,2005,489.2
A,AFNER5,MIL,CUL_VIV,PROD,2006,623.879
A,AFNER5,MIL,CUL_VIV,PROD,2007,584.606
A,AFNER5,MIL,CUL_VIV,PROD,2008,725.914
A,AFNER5,MIL,CUL_VIV,PROD,2009,460.1
A,AFNER5,MIL,CUL_VIV,PROD,2010,728989.0
A,AFNER5,MIL,CUL_VIV,PROD,2011,548077.0
A,AFNER5,MIL,CUL_VIV,PROD,2012,757449.0
A,AFNER5,MIL,CUL_VIV,PROD,2013,559958.0
A,AFNER5,MIL,CUL_VIV,PROD,2014,720199.0
A,AFNER5,MIL,CUL_VIV,PROD,2015,627767.0
A,AFNER5,MIL,CUL_VIV,PROD,2016,718969.0
A,AFNER5,MIL,CUL_VIV,PROD,2017,732059.0
A,AFNER5,MIL,CUL_VIV,PROD,2018,760234.0
A,AFNER5,MIL,CUL_VIV,PROD,2019,698124.0
A,AFNER5,MIL,CUL_VIV,PROD,2020,749712.0
A,AFNER5,MIL,CUL_VIV,PROD,2021,361007.0
A,AFNER5,MIL,CUL_VIV,PROD,2022,752196.0
A,AFNER5,MIL,CUL_VIV,PROD,2023,666778.48
A,AFNER5,MIL,CUL_VIV,PROD,2024,830511.1832332999
A,AFNER5,NIE,CUL_VIV,PROD,1990,4.0
A,AFNER5,NIE,CUL_VIV,PROD,1991,40.7
A,AFNER5,NIE,CUL_VIV,PROD,1992,77.0
A,AFNER5,NIE,CUL_VIV,PROD,1993,16.9
A,AFNER5,NIE,CUL_VIV,PROD,1994,94.9
A,AFNER5,NIE,CUL_VIV,PROD,1995,15.7
A,AFNER5,NIE,CUL_VIV,PROD,1996,93.916
A,AFNER5,NIE,CUL_VIV,PROD,1997,46.5
A,AFNER5,NIE,CUL_VIV,PROD,1998,124.448
A,AFNER5,NIE,CUL_VIV,PROD,1999,99.722
A,AFNER5,NIE,CUL_VIV,PROD,2000,35.983
A,AFNER5,NIE,CUL_VIV,PROD,2001,122.835322
A,AFNER5,NIE,CUL_VIV,PROD,2002,99.847167
A,AFNER5,NIE,CUL_VIV,PROD,2003,103.248404
A,AFNER5,NIE,CUL_VIV,PROD,2004,73.215
A,AFNER5,NIE,CUL_VIV,PROD,2005,173.2
A,AFNER5,NIE,CUL_VIV,PROD,2006,177.697
A,AFNER5,NIE,CUL_VIV,PROD,2007,59.58
A,AFNER5,NIE,CUL_VIV,PROD,2008,296.726
A,AFNER5,NIE,CUL_VIV,PROD,2009,182.602
A,AFNER5,NIE,CUL_VIV,PROD,2010,291141.0
A,AFNER5,NIE,CUL_VIV,PROD,2011,182235.0
A,AFNER5,NIE,CUL_VIV,PROD,2012,341060.0
A,AFNER5,NIE,CUL_VIV,PROD,2013,558478.0
A,AFNER5,NIE,CUL_VIV,PROD,2014,278215.0
A,AFNER5,NIE,CUL_VIV,PROD,2015,265225.0
A,AFNER5,NIE,CUL_VIV,PROD,2016,390290.0
A,AFNER5,NIE,CUL_VIV,PROD,2017,333576.0
A,AFNER5,NIE,CUL_VIV,PROD,2018,440281.0
A,AFNER5,NIE,CUL_VIV,PROD,2019,422055.2
A,AFNER5,NIE,CUL_VIV,PROD,2020,472961.0
A,AFNER5,NIE,CUL_VIV,PROD,2021,315813.0
A,AFNER5,NIE,CUL_VIV,PROD,2022,451129.0
A,AFNER5,NIE,CUL_VIV,PROD,2023,384910.84
A,AFNER5,NIE,CUL_VIV,PROD,2024,468397.4884084
A,AFNER5,RIZ,CUL_VIV,PROD,1990,
A,AFNER5,RIZ,CUL_VIV,PROD,1991,
A,AFNER5,RIZ,CUL_VIV,PROD,1992,
A,AFNER5,RIZ,CUL_VIV,PROD,1993,0.1
A,AFNER5,RIZ,CUL_VIV,PROD,1994,
A,AFNER5,RIZ,CUL_VIV,PROD,1995,
A,AFNER5,RIZ,CUL_VIV,PROD,1996,
A,AFNER5,RIZ,CUL_VIV,PROD,1997,
A,AFNER5,RIZ,CUL_VIV,PROD,1998,
A,AFNER5,RIZ,CUL_VIV,PROD,1999,
A,AFNER5,RIZ,CUL_VIV,PROD,2000,
A,AFNER5,RIZ,CUL_VIV,PROD,2001,
A,AFNER5,RIZ,CUL_VIV,PROD,2002,
A,AFNER5,RIZ,CUL_VIV,PROD,2003,
A,AFNER5,RIZ,CUL_VIV,PROD,2004,
A,AFNER5,RIZ,CUL_VIV,PROD,2005,
A,AFNER5,RIZ,CUL_VIV,PROD,2006,
A,AFNER5,RIZ,CUL_VIV,PROD,2007,
A,AFNER5,RIZ,CUL_VIV,PROD,2008,
A,AFNER5,RIZ,CUL_VIV,PROD,2009,
A,AFNER5,RIZ,CUL_VIV,PROD,2010,
A,AFNER5,RIZ,CUL_VIV,PROD,2011,
A,AFNER5,RIZ,CUL_VIV,PROD,2012,
A,AFNER5,RIZ,CUL_VIV,PROD,2013,
A,AFNER5,RIZ,CUL_VIV,PROD,2014,
A,AFNER5,RIZ,CUL_VIV,PROD,2015,
A,AFNER5,RIZ,CUL_VIV,PROD,2016,
A,AFNER5,RIZ,CUL_VIV,PROD,2017,3727.0
A,AFNER5,RIZ,CUL_VIV,PROD,2018,2341.0
A,AFNER5,RIZ,CUL_VIV,PROD,2019,2083.0
A,AFNER5,RIZ,CUL_VIV,PROD,2020,945.0
A,AFNER5,RIZ,CUL_VIV,PROD,2021,865.0
A,AFNER5,RIZ,CUL_VIV,PROD,2022,10613.0
A,AFNER5,RIZ,CUL_VIV,PROD,2023,4018.61
A,AFNER5,RIZ,CUL_VIV,PROD,2024,4438.731626
A,AFNER5,SOR,CUL_VIV,PROD,1990,49.0
A,AFNER5,SOR,CUL_VIV,PROD,1991,122.2
A,AFNER5,SOR,CUL_VIV,PROD,1992,89.4
A,AFNER5,SOR,CUL_VIV,PROD,1993,42.1
A,AFNER5,SOR,CUL_VIV,PROD,1994,71.1
A,AFNER5,SOR,CUL_VIV,PROD,1995,57.6
A,AFNER5,SOR,CUL_VIV,PROD,1996,87.985
A,AFNER5,SOR,CUL_VIV,PROD,1997,36.6
A,AFNER5,SOR,CUL_VIV,PROD,1998,92.819
A,AFNER5,SOR,CUL_VIV,PROD,1999,96.504
A,AFNER5,SOR,CUL_VIV,PROD,2000,72.379
A,AFNER5,SOR,CUL_VIV,PROD,2001,122.918738746281
A,AFNER5,SOR,CUL_VIV,PROD,2002,108.05640212
A,AFNER5,SOR,CUL_VIV,PROD,2003,168.553442
A,AFNER5,SOR,CUL_VIV,PROD,2004,99.427
A,AFNER5,SOR,CUL_VIV,PROD,2005,212.7
A,AFNER5,SOR,CUL_VIV,PROD,2006,190.692
A,AFNER5,SOR,CUL_VIV,PROD,2007,193.562
A,AFNER5,SOR,CUL_VIV,PROD,2008,281.087
A,AFNER5,SOR,CUL_VIV,PROD,2009,184.9
A,AFNER5,SOR,CUL_VIV,PROD,2010,379098.0
A,AFNER5,SOR,CUL_VIV,PROD,2011,147503.0
A,AFNER5,SOR,CUL_VIV,PROD,2012,388049.0
A,AFNER5,SOR,CUL_VIV,PROD,2013,283021.0
A,AFNER5,SOR,CUL_VIV,PROD,2014,316430.0
A,AFNER5,SOR,CUL_VIV,PROD,2015,373437.0
A,AFNER5,SOR,CUL_VIV,PROD,2016,328410.0
A,AFNER5,SOR,CUL_VIV,PROD,2017,376044.0
A,AFNER5,SOR,CUL_VIV,PROD,2018,450258.0
A,AFNER5,SOR,CUL_VIV,PROD,2019,414654.0
A,AFNER5,SOR,CUL_VIV,PROD,2020,420876.0
A,AFNER5,SOR,CUL_VIV,PROD,2021,209944.0
A,AFNER5,SOR,CUL_VIV,PROD,2022,375643.0
A,AFNER5,SOR,CUL_VIV,PROD,2023,351518.21
A,AFNER5,SOR,CUL_VIV,PROD,2024,358434.8604157
A,AFNER6,ARA,CUL_IND,PROD,1990,0.5
A,AFNER6,ARA,CUL_IND,PROD,1991,13.1
A,AFNER6,ARA,CUL_IND,PROD,1992,
A,AFNER6,ARA,CUL_IND,PROD,1993,0.4
A,AFNER6,ARA,CUL_IND,PROD,1994,1.2
A,AFNER6,ARA,CUL_IND,PROD,1995,0.5
A,AFNER6,ARA,CUL_IND,PROD,1996,43.635
A,AFNER6,ARA,CUL_IND,PROD,1997,2.1
A,AFNER6,ARA,CUL_IND,PROD,1998,3.421
A,AFNER6,ARA,CUL_IND,PROD,1999,8.758
A,AFNER6,ARA,CUL_IND,PROD,2000,1.051
A,AFNER6,ARA,CUL_IND,PROD,2001,2.09060466025901
A,AFNER6,ARA,CUL_IND,PROD,2002,3.359
A,AFNER6,ARA,CUL_IND,PROD,2003,3.561013
A,AFNER6,ARA,CUL_IND,PROD,2004,1.035
A,AFNER6,ARA,CUL_IND,PROD,2005,1.3
A,AFNER6,ARA,CUL_IND,PROD,2006,2.392
A,AFNER6,ARA,CUL_IND,PROD,2007,3.658
A,AFNER6,ARA,CUL_IND,PROD,2008,10.972
A,AFNER6,ARA,CUL_IND,PROD,2009,13.01
A,AFNER6,ARA,CUL_IND,PROD,2010,12069.0
A,AFNER6,ARA,CUL_IND,PROD,2011,2378.0
A,AFNER6,ARA,CUL_IND,PROD,2012,9334.0
A,AFNER6,ARA,CUL_IND,PROD,2013,5303.0
A,AFNER6,ARA,CUL_IND,PROD,2014,11530.0
A,AFNER6,ARA,CUL_IND,PROD,2015,61114.0
A,AFNER6,ARA,CUL_IND,PROD,2016,14232.0
A,AFNER6,ARA,CUL_IND,PROD,2017,17072.0
A,AFNER6,ARA,CUL_IND,PROD,2018,20662.0
A,AFNER6,ARA,CUL_IND,PROD,2019,19165.0
A,AFNER6,ARA,CUL_IND,PROD,2020,20640.0
A,AFNER6,ARA,CUL_IND,PROD,2021,15597.0
A,AFNER6,ARA,CUL_IND,PROD,2022,21739.0
A,AFNER6,ARA,CUL_IND,PROD,2023,12550.92
A,AFNER6,ARA,CUL_IND,PROD,2024,16611.620439600003
A,AFNER6,MAI,CUL_VIV,PROD,1990,
A,AFNER6,MAI,CUL_VIV,PROD,1991,
A,AFNER6,MAI,CUL_VIV,PROD,1992,0.1
A,AFNER6,MAI,CUL_VIV,PROD,1993,
A,AFNER6,MAI,CUL_VIV,PROD,1994,0.1
A,AFNER6,MAI,CUL_VIV,PROD,1995,0.2
A,AFNER6,MAI,CUL_VIV,PROD,1996,0.587
A,AFNER6,MAI,CUL_VIV,PROD,1997,
A,AFNER6,MAI,CUL_VIV,PROD,1998,
A,AFNER6,MAI,CUL_VIV,PROD,1999,
A,AFNER6,MAI,CUL_VIV,PROD,2000,
A,AFNER6,MAI,CUL_VIV,PROD,2001,
A,AFNER6,MAI,CUL_VIV,PROD,2002,0.239337
A,AFNER6,MAI,CUL_VIV,PROD,2003,0.311
A,AFNER6,MAI,CUL_VIV,PROD,2004,0.224
A,AFNER6,MAI,CUL_VIV,PROD,2005,1.01
A,AFNER6,MAI,CUL_VIV,PROD,2006,0.079
A,AFNER6,MAI,CUL_VIV,PROD,2007,0.335
A,AFNER6,MAI,CUL_VIV,PROD,2008,0.255
A,AFNER6,MAI,CUL_VIV,PROD,2009,
A,AFNER6,MAI,CUL_VIV,PROD,2010,309.0
A,AFNER6,MAI,CUL_VIV,PROD,2011,1130.0
A,AFNER6,MAI,CUL_VIV,PROD,2012,
A,AFNER6,MAI,CUL_VIV,PROD,2013,
A,AFNER6,MAI,CUL_VIV,PROD,2014,
A,AFNER6,MAI,CUL_VIV,PROD,2015,
A,AFNER6,MAI,CUL_VIV,PROD,2016,159.0
A,AFNER6,MAI,CUL_VIV,PROD,2017,285.0
A,AFNER6,MAI,CUL_VIV,PROD,2018,413.0
A,AFNER6,MAI,CUL_VIV,PROD,2019,371.0
A,AFNER6,MAI,CUL_VIV,PROD,2020,351.0
A,AFNER6,MAI,CUL_VIV,PROD,2021,152.0
A,AFNER6,MAI,CUL_VIV,PROD,2022,682.0
A,AFNER6,MAI,CUL_VIV,PROD,2023,1219.23
A,AFNER6,MAI,CUL_VIV,PROD,2024,1285.2725878
A,AFNER6,MIL,CUL_VIV,PROD,1990,208.9
A,AFNER6,MIL,CUL_VIV,PROD,1991,435.6
A,AFNER6,MIL,CUL_VIV,PROD,1992,370.4
A,AFNER6,MIL,CUL_VIV,PROD,1993,369.6
A,AFNER6,MIL,CUL_VIV,PROD,1994,426.9
A,AFNER6,MIL,CUL_VIV,PROD,1995,323.1
A,AFNER6,MIL,CUL_VIV,PROD,1996,298.331
A,AFNER6,MIL,CUL_VIV,PROD,1997,158.7
A,AFNER6,MIL,CUL_VIV,PROD,1998,559.423
A,AFNER6,MIL,CUL_VIV,PROD,1999,474.442
A,AFNER6,MIL,CUL_VIV,PROD,2000,294.5
A,AFNER6,MIL,CUL_VIV,PROD,2001,524.045106930054
A,AFNER6,MIL,CUL_VIV,PROD,2002,588.89524884
A,AFNER6,MIL,CUL_VIV,PROD,2003,592.985752374756
A,AFNER6,MIL,CUL_VIV,PROD,2004,389.763
A,AFNER6,MIL,CUL_VIV,PROD,2005,625.5
A,AFNER6,MIL,CUL_VIV,PROD,2006,595.231
A,AFNER6,MIL,CUL_VIV,PROD,2007,523.215
A,AFNER6,MIL,CUL_VIV,PROD,2008,676.113
A,AFNER6,MIL,CUL_VIV,PROD,2009,488.1
A,AFNER6,MIL,CUL_VIV,PROD,2010,768284.0
A,AFNER6,MIL,CUL_VIV,PROD,2011,399401.0
A,AFNER6,MIL,CUL_VIV,PROD,2012,751149.0
A,AFNER6,MIL,CUL_VIV,PROD,2013,520433.0
A,AFNER6,MIL,CUL_VIV,PROD,2014,553150.0
A,AFNER6,MIL,CUL_VIV,PROD,2015,550239.0
A,AFNER6,MIL,CUL_VIV,PROD,2016,783763.0
A,AFNER6,MIL,CUL_VIV,PROD,2017,776357.0
A,AFNER6,MIL,CUL_VIV,PROD,2018,653564.0
A,AFNER6,MIL,CUL_VIV,PROD,2019,532150.0
A,AFNER6,MIL,CUL_VIV,PROD,2020,646888.0
A,AFNER6,MIL,CUL_VIV,PROD,2021,251011.0
A,AFNER6,MIL,CUL_VIV,PROD,2022,637694.0
A,AFNER6,MIL,CUL_VIV,PROD,2023,440546.0
A,AFNER6,MIL,CUL_VIV,PROD,2024,578250.1627114
A,AFNER6,NIE,CUL_VIV,PROD,1990,9.7
A,AFNER6,NIE,CUL_VIV,PROD,1991,81.6
A,AFNER6,NIE,CUL_VIV,PROD,1992,107.3
A,AFNER6,NIE,CUL_VIV,PROD,1993,15.3
A,AFNER6,NIE,CUL_VIV,PROD,1994,23.1
A,AFNER6,NIE,CUL_VIV,PROD,1995,18.7
A,AFNER6,NIE,CUL_VIV,PROD,1996,30.221
A,AFNER6,NIE,CUL_VIV,PROD,1997,14.8
A,AFNER6,NIE,CUL_VIV,PROD,1998,79.671
A,AFNER6,NIE,CUL_VIV,PROD,1999,23.33
A,AFNER6,NIE,CUL_VIV,PROD,2000,9.677
A,AFNER6,NIE,CUL_VIV,PROD,2001,79.4276464934627
A,AFNER6,NIE,CUL_VIV,PROD,2002,110.825982
A,AFNER6,NIE,CUL_VIV,PROD,2003,98.848304
A,AFNER6,NIE,CUL_VIV,PROD,2004,35.377
A,AFNER6,NIE,CUL_VIV,PROD,2005,53.9
A,AFNER6,NIE,CUL_VIV,PROD,2006,76.25
A,AFNER6,NIE,CUL_VIV,PROD,2007,83.77
A,AFNER6,NIE,CUL_VIV,PROD,2008,216.982
A,AFNER6,NIE,CUL_VIV,PROD,2009,141.808
A,AFNER6,NIE,CUL_VIV,PROD,2010,287049.0
A,AFNER6,NIE,CUL_VIV,PROD,2011,153023.0
A,AFNER6,NIE,CUL_VIV,PROD,2012,211906.0
A,AFNER6,NIE,CUL_VIV,PROD,2013,248574.0
A,AFNER6,NIE,CUL_VIV,PROD,2014,253557.0
A,AFNER6,NIE,CUL_VIV,PROD,2015,314690.0
A,AFNER6,NIE,CUL_VIV,PROD,2016,314410.0
A,AFNER6,NIE,CUL_VIV,PROD,2017,406955.0
A,AFNER6,NIE,CUL_VIV,PROD,2018,499467.0
A,AFNER6,NIE,CUL_VIV,PROD,2019,409692.48
A,AFNER6,NIE,CUL_VIV,PROD,2020,477010.0
A,AFNER6,NIE,CUL_VIV,PROD,2021,109035.0
A,AFNER6,NIE,CUL_VIV,PROD,2022,497510.0
A,AFNER6,NIE,CUL_VIV,PROD,2023,286434.28
A,AFNER6,NIE,CUL_VIV,PROD,2024,424918.3566045
A,AFNER6,RIZ,CUL_VIV,PROD,1990,6.8
A,AFNER6,RIZ,CUL_VIV,PROD,1991,
A,AFNER6,RIZ,CUL_VIV,PROD,1992,7.9
A,AFNER6,RIZ,CUL_VIV,PROD,1993,8.9
A,AFNER6,RIZ,CUL_VIV,PROD,1994,
A,AFNER6,RIZ,CUL_VIV,PROD,1995,0.2
A,AFNER6,RIZ,CUL_VIV,PROD,1996,19.106
A,AFNER6,RIZ,CUL_VIV,PROD,1997,
A,AFNER6,RIZ,CUL_VIV,PROD,1998,0.093
A,AFNER6,RIZ,CUL_VIV,PROD,1999,5.226
A,AFNER6,RIZ,CUL_VIV,PROD,2000,2.036
A,AFNER6,RIZ,CUL_VIV,PROD,2001,2.54971892479242
A,AFNER6,RIZ,CUL_VIV,PROD,2002,0.213988
A,AFNER6,RIZ,CUL_VIV,PROD,2003,0.082
A,AFNER6,RIZ,CUL_VIV,PROD,2004,0.925
A,AFNER6,RIZ,CUL_VIV,PROD,2005,1.1
A,AFNER6,RIZ,CUL_VIV,PROD,2006,1.303
A,AFNER6,RIZ,CUL_VIV,PROD,2007,0.37
A,AFNER6,RIZ,CUL_VIV,PROD,2008,23.732
A,AFNER6,RIZ,CUL_VIV,PROD,2009,9.6
A,AFNER6,RIZ,CUL_VIV,PROD,2010,21874.0
A,AFNER6,RIZ,CUL_VIV,PROD,2011,5739.0
A,AFNER6,RIZ,CUL_VIV,PROD,2012,1587.0
A,AFNER6,RIZ,CUL_VIV,PROD,2013,1511.0
A,AFNER6,RIZ,CUL_VIV,PROD,2014,5558.0
A,AFNER6,RIZ,CUL_VIV,PROD,2015,4678.0
A,AFNER6,RIZ,CUL_VIV,PROD,2016,5771.0
A,AFNER6,RIZ,CUL_VIV,PROD,2017,3457.0
