REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,EXTRACTION_METHOD,SOURCE,REF_AREA_LABEL,INDICATOR_LABEL,DATA_DATE
NE-7,ONION_AREA_HA,2023/2024,245.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oignon / Superficie,2026-09-14
NE-8,ONION_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oignon / Superficie,2026-09-14
_T,ONION_AREA_HA,2023/2024,4684.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oignon / Superficie,2026-09-14
NE-1,ONION_YIELD_KG_HA,2023/2024,26997.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oignon / Rendement,2026-09-14
NE-2,ONION_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oignon / Rendement,2026-09-14
NE-3,ONION_YIELD_KG_HA,2023/2024,27420.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oignon / Rendement,2026-09-14
NE-4,ONION_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oignon / Rendement,2026-09-14
NE-5,ONION_YIELD_KG_HA,2023/2024,13242.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oignon / Rendement,2026-09-14
NE-6,ONION_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oignon / Rendement,2026-09-14
NE-7,ONION_YIELD_KG_HA,2023/2024,24430.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oignon / Rendement,2026-09-14
NE-8,ONION_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oignon / Rendement,2026-09-14
_T,ONION_YIELD_KG_HA,2023/2024,24627.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oignon / Rendement,2026-09-14
NE-1,ONION_PROD_T,2023/2024,87777.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oignon / Production,2026-09-14
NE-2,ONION_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oignon / Production,2026-09-14
NE-3,ONION_PROD_T,2023/2024,11347.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oignon / Production,2026-09-14
NE-4,ONION_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oignon / Production,2026-09-14
NE-5,ONION_PROD_T,2023/2024,10249.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oignon / Production,2026-09-14
NE-6,ONION_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oignon / Production,2026-09-14
NE-7,ONION_PROD_T,2023/2024,5980.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oignon / Production,2026-09-14
NE-8,ONION_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oignon / Production,2026-09-14
_T,ONION_PROD_T,2023/2024,115353.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oignon / Production,2026-09-14
NE-1,MORINGA_AREA_HA,2023/2024,111.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Moringa / Superficie,2026-09-14
NE-2,MORINGA_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Moringa / Superficie,2026-09-14
NE-3,MORINGA_AREA_HA,2023/2024,40.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Moringa / Superficie,2026-09-14
NE-4,MORINGA_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Moringa / Superficie,2026-09-14
NE-5,MORINGA_AREA_HA,2023/2024,351.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Moringa / Superficie,2026-09-14
NE-6,MORINGA_AREA_HA,2023/2024,1342.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Moringa / Superficie,2026-09-14
NE-7,MORINGA_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Moringa / Superficie,2026-09-14
NE-8,MORINGA_AREA_HA,2023/2024,56.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Moringa / Superficie,2026-09-14
_T,MORINGA_AREA_HA,2023/2024,1900.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Moringa / Superficie,2026-09-14
NE-1,MORINGA_YIELD_KG_HA,2023/2024,18793.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Moringa / Rendement,2026-09-14
NE-2,MORINGA_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Moringa / Rendement,2026-09-14
NE-3,MORINGA_YIELD_KG_HA,2023/2024,9800.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Moringa / Rendement,2026-09-14
NE-4,MORINGA_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Moringa / Rendement,2026-09-14
NE-5,MORINGA_YIELD_KG_HA,2023/2024,18613.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Moringa / Rendement,2026-09-14
NE-6,MORINGA_YIELD_KG_HA,2023/2024,13517.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Moringa / Rendement,2026-09-14
NE-7,MORINGA_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Moringa / Rendement,2026-09-14
NE-8,MORINGA_YIELD_KG_HA,2023/2024,8655.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Moringa / Rendement,2026-09-14
_T,MORINGA_YIELD_KG_HA,2023/2024,14545.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Moringa / Rendement,2026-09-14
NE-1,MORINGA_PROD_T,2023/2024,2083.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Moringa / Production,2026-09-14
NE-2,MORINGA_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Moringa / Production,2026-09-14
NE-3,MORINGA_PROD_T,2023/2024,392.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Moringa / Production,2026-09-14
NE-4,MORINGA_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Moringa / Production,2026-09-14
NE-5,MORINGA_PROD_T,2023/2024,6538.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Moringa / Production,2026-09-14
NE-6,MORINGA_PROD_T,2023/2024,18144.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Moringa / Production,2026-09-14
NE-7,MORINGA_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Moringa / Production,2026-09-14
NE-8,MORINGA_PROD_T,2023/2024,485.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Moringa / Production,2026-09-14
_T,MORINGA_PROD_T,2023/2024,27641.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Moringa / Production,2026-09-14
NE-1,CASSAVA_AREA_HA,2023/2024,390.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Manioc / Superficie,2026-09-14
NE-2,CASSAVA_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Manioc / Superficie,2026-09-14
NE-3,CASSAVA_AREA_HA,2023/2024,456.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Manioc / Superficie,2026-09-14
NE-4,CASSAVA_AREA_HA,2023/2024,4378.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Manioc / Superficie,2026-09-14
NE-5,CASSAVA_AREA_HA,2023/2024,151.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Manioc / Superficie,2026-09-14
NE-6,CASSAVA_AREA_HA,2023/2024,372.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Manioc / Superficie,2026-09-14
NE-7,CASSAVA_AREA_HA,2023/2024,814.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Manioc / Superficie,2026-09-14
NE-8,CASSAVA_AREA_HA,2023/2024,333.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Manioc / Superficie,2026-09-14
_T,CASSAVA_AREA_HA,2023/2024,6893.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Manioc / Superficie,2026-09-14
NE-1,CASSAVA_YIELD_KG_HA,2023/2024,27988.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Manioc / Rendement,2026-09-14
NE-2,CASSAVA_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Manioc / Rendement,2026-09-14
NE-3,CASSAVA_YIELD_KG_HA,2023/2024,22561.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Manioc / Rendement,2026-09-14
NE-4,CASSAVA_YIELD_KG_HA,2023/2024,24663.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Manioc / Rendement,2026-09-14
NE-5,CASSAVA_YIELD_KG_HA,2023/2024,26191.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Manioc / Rendement,2026-09-14
NE-6,CASSAVA_YIELD_KG_HA,2023/2024,9209.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Manioc / Rendement,2026-09-14
NE-7,CASSAVA_YIELD_KG_HA,2023/2024,19944.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Manioc / Rendement,2026-09-14
NE-8,CASSAVA_YIELD_KG_HA,2023/2024,24308.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Manioc / Rendement,2026-09-14
_T,CASSAVA_YIELD_KG_HA,2023/2024,23338.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Manioc / Rendement,2026-09-14
NE-1,CASSAVA_PROD_T,2023/2024,10915.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Manioc / Production,2026-09-14
NE-2,CASSAVA_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Manioc / Production,2026-09-14
NE-3,CASSAVA_PROD_T,2023/2024,10280.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Manioc / Production,2026-09-14
NE-4,CASSAVA_PROD_T,2023/2024,107975.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Manioc / Production,2026-09-14
NE-5,CASSAVA_PROD_T,2023/2024,3957.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Manioc / Production,2026-09-14
NE-6,CASSAVA_PROD_T,2023/2024,3426.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Manioc / Production,2026-09-14
NE-7,CASSAVA_PROD_T,2023/2024,16225.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Manioc / Production,2026-09-14
NE-8,CASSAVA_PROD_T,2023/2024,8095.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Manioc / Production,2026-09-14
_T,CASSAVA_PROD_T,2023/2024,160871.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Manioc / Production,2026-09-14
NE-1,SWEET_POTATO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Patate douce / Superficie,2026-09-14
NE-2,SWEET_POTATO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Patate douce / Superficie,2026-09-14
NE-3,SWEET_POTATO_AREA_HA,2023/2024,102.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Patate douce / Superficie,2026-09-14
NE-4,SWEET_POTATO_AREA_HA,2023/2024,2617.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Patate douce / Superficie,2026-09-14
NE-5,SWEET_POTATO_AREA_HA,2023/2024,1605.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Patate douce / Superficie,2026-09-14
NE-6,SWEET_POTATO_AREA_HA,2023/2024,1251.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Patate douce / Superficie,2026-09-14
NE-7,SWEET_POTATO_AREA_HA,2023/2024,1010.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Patate douce / Superficie,2026-09-14
NE-8,SWEET_POTATO_AREA_HA,2023/2024,53.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Patate douce / Superficie,2026-09-14
_T,SWEET_POTATO_AREA_HA,2023/2024,6638.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Patate douce / Superficie,2026-09-14
NE-1,SWEET_POTATO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Patate douce / Rendement,2026-09-14
NE-2,SWEET_POTATO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Patate douce / Rendement,2026-09-14
NE-3,SWEET_POTATO_YIELD_KG_HA,2023/2024,5986.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Patate douce / Rendement,2026-09-14
NE-4,SWEET_POTATO_YIELD_KG_HA,2023/2024,23383.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Patate douce / Rendement,2026-09-14
NE-5,SWEET_POTATO_YIELD_KG_HA,2023/2024,10791.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Patate douce / Rendement,2026-09-14
NE-6,SWEET_POTATO_YIELD_KG_HA,2023/2024,16070.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Patate douce / Rendement,2026-09-14
NE-7,SWEET_POTATO_YIELD_KG_HA,2023/2024,29149.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Patate douce / Rendement,2026-09-14
NE-8,SWEET_POTATO_YIELD_KG_HA,2023/2024,18081.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Patate douce / Rendement,2026-09-14
_T,SWEET_POTATO_YIELD_KG_HA,2023/2024,19527.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Patate douce / Rendement,2026-09-14
NE-1,SWEET_POTATO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Patate douce / Production,2026-09-14
NE-2,SWEET_POTATO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Patate douce / Production,2026-09-14
NE-3,SWEET_POTATO_PROD_T,2023/2024,613.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Patate douce / Production,2026-09-14
NE-4,SWEET_POTATO_PROD_T,2023/2024,61194.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Patate douce / Production,2026-09-14
NE-5,SWEET_POTATO_PROD_T,2023/2024,17321.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Patate douce / Production,2026-09-14
NE-6,SWEET_POTATO_PROD_T,2023/2024,20099.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Patate douce / Production,2026-09-14
NE-7,SWEET_POTATO_PROD_T,2023/2024,29440.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Patate douce / Production,2026-09-14
NE-8,SWEET_POTATO_PROD_T,2023/2024,958.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Patate douce / Production,2026-09-14
_T,SWEET_POTATO_PROD_T,2023/2024,129625.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Patate douce / Production,2026-09-14
NE-1,PEPPER_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Poivron / Superficie,2026-09-14
NE-2,PEPPER_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Poivron / Superficie,2026-09-14
NE-3,PEPPER_AREA_HA,2023/2024,500.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Poivron / Superficie,2026-09-14
NE-4,PEPPER_AREA_HA,2023/2024,541.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Poivron / Superficie,2026-09-14
NE-5,PEPPER_AREA_HA,2023/2024,208.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Poivron / Superficie,2026-09-14
NE-6,PEPPER_AREA_HA,2023/2024,685.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Poivron / Superficie,2026-09-14
NE-7,PEPPER_AREA_HA,2023/2024,148.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Poivron / Superficie,2026-09-14
NE-8,PEPPER_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Poivron / Superficie,2026-09-14
_T,PEPPER_AREA_HA,2023/2024,2082.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Poivron / Superficie,2026-09-14
NE-1,PEPPER_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Poivron / Rendement,2026-09-14
NE-2,PEPPER_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Poivron / Rendement,2026-09-14
NE-3,PEPPER_YIELD_KG_HA,2023/2024,15701.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Poivron / Rendement,2026-09-14
NE-4,PEPPER_YIELD_KG_HA,2023/2024,15022.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Poivron / Rendement,2026-09-14
NE-5,PEPPER_YIELD_KG_HA,2023/2024,4127.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Poivron / Rendement,2026-09-14
NE-6,PEPPER_YIELD_KG_HA,2023/2024,9541.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Poivron / Rendement,2026-09-14
NE-7,PEPPER_YIELD_KG_HA,2023/2024,29602.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Poivron / Rendement,2026-09-14
NE-8,PEPPER_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Poivron / Rendement,2026-09-14
_T,PEPPER_YIELD_KG_HA,2023/2024,13328.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Poivron / Rendement,2026-09-14
NE-1,PEPPER_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Poivron / Production,2026-09-14
NE-2,PEPPER_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Poivron / Production,2026-09-14
NE-3,PEPPER_PROD_T,2023/2024,7850.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Poivron / Production,2026-09-14
NE-4,PEPPER_PROD_T,2023/2024,8126.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Poivron / Production,2026-09-14
NE-5,PEPPER_PROD_T,2023/2024,861.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Poivron / Production,2026-09-14
NE-6,PEPPER_PROD_T,2023/2024,6532.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Poivron / Production,2026-09-14
NE-7,PEPPER_PROD_T,2023/2024,4382.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Poivron / Production,2026-09-14
NE-8,PEPPER_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Poivron / Production,2026-09-14
_T,PEPPER_PROD_T,2023/2024,27751.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Poivron / Production,2026-09-14
